no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
4, Graduate, No,3800000.0,8500000.0,10,416.0,6200000.0,4800000.0,14900000.0,4100000.0, Rejected
3, Graduate, No,3200000.0,8200000.0,8,,4900000.0,5600000.0,10700000.0,1600000.0, Rejected
1, Graduate, No,,,10,833.0,,,28300000.0,6600000.0, Approved
1, Not Graduate, Yes,4300000.0,9400000.0,6,543.0,7400000.0,5200000.0,14800000.0,4200000.0, Rejected
5, Graduate, Yes,8100000.0,20300000.0,18,751.0,1600000.0,7900000.0,,7400000.0, Approved
5, Not Graduate, Yes,9400000.0,23200000.0,14,,16900000.0,1200000.0,,4700000.0, Approved
4, Not Graduate, Yes,8100000.0,19400000.0,6,346.0,7800000.0,9300000.0,29300000.0,4500000.0, Rejected
4, Graduate, No,6500000.0,14500000.0,4,588.0,10300000.0,9500000.0,22800000.0,6400000.0, Approved
2, Graduate, No,9400000.0,23100000.0,4,488.0,20100000.0,3500000.0,28600000.0,10900000.0, Rejected
1, Not Graduate, Yes,2600000.0,6600000.0,20,765.0,2100000.0,200000.0,5200000.0,1300000.0, Approved
3, Not Graduate, Yes,8000000.0,25600000.0,6,337.0,8800000.0,500000.0,18900000.0,9800000.0, Rejected
1, Graduate, No,4700000.0,9300000.0,8,515.0,1000000.0,4700000.0,14600000.0,5700000.0, Rejected
2, Graduate, Yes,7600000.0,22300000.0,12,555.0,2100000.0,13800000.0,17700000.0,7100000.0, Approved
1, Graduate, Yes,6800000.0,27200000.0,2,702.0,4600000.0,2400000.0,27100000.0,6300000.0, Approved
2, Not Graduate, Yes,6600000.0,17000000.0,2,457.0,,1800000.0,23300000.0,6700000.0, Rejected
2, Graduate, No,8200000.0,27200000.0,10,425.0,11400000.0,4900000.0,29300000.0,4500000.0, Rejected
1, Graduate, Yes,4400000.0,12300000.0,6,583.0,2400000.0,7900000.0,17200000.0,6600000.0, Approved
1, Not Graduate, No,8300000.0,29200000.0,6,,13700000.0,9900000.0,,9500000.0, Approved
0, Graduate, No,9200000.0,,14,522.0,10500000.0,5300000.0,22400000.0,, Rejected
5, Not Graduate, Yes,2700000.0,8700000.0,20,687.0,2600000.0,1200000.0,9000000.0,1300000.0, Approved
0, Graduate, No,6100000.0,23600000.0,20,856.0,3300000.0,5200000.0,17700000.0,6400000.0, Approved
4, Not Graduate, Yes,9100000.0,,8,543.0,15700000.0,,19500000.0,, Rejected
5, Not Graduate, Yes,7600000.0,15400000.0,14,576.0,2300000.0,2800000.0,24500000.0,4700000.0, Approved
2, Not Graduate, No,7200000.0,17000000.0,10,856.0,18100000.0,12700000.0,15800000.0,6000000.0, Approved
0, Graduate, Yes,2600000.0,8200000.0,8,722.0,3500000.0,4200000.0,7100000.0,3200000.0, Approved
4, Graduate, Yes,6500000.0,20200000.0,12,653.0,18600000.0,1400000.0,23800000.0,6400000.0, Approved
5, Graduate, No,8900000.0,,16,480.0,17200000.0,11300000.0,25200000.0,4900000.0, Rejected
2, Graduate, Yes,5400000.0,14300000.0,14,477.0,10200000.0,700000.0,11100000.0,5500000.0, Rejected
0, Graduate, No,,,2,,,400000.0,,, Approved
0, Not Graduate, No,8400000.0,19600000.0,18,530.0,17000000.0,3600000.0,24200000.0,, Rejected
3, Graduate, No,8300000.0,17200000.0,8,,4700000.0,8800000.0,18300000.0,10000000.0, Approved
4, Not Graduate, No,1700000.0,5600000.0,8,395.0,2700000.0,800000.0,3500000.0,2400000.0, Rejected
2, Not Graduate, No,1500000.0,4200000.0,16,771.0,2500000.0,800000.0,5700000.0,1100000.0, Approved
1, Not Graduate, Yes,,,2,579.0,500000.0,,,, Approved
1, Graduate, Yes,1000000.0,3700000.0,14,798.0,2000000.0,200000.0,3800000.0,1400000.0, Approved
3, Not Graduate, Yes,8800000.0,25100000.0,8,473.0,17200000.0,600000.0,24400000.0,, Rejected
0, Graduate, Yes,1000000.0,3200000.0,8,,500000.0,600000.0,3700000.0,700000.0, Rejected
0, Not Graduate, Yes,8600000.0,23000000.0,14,678.0,18800000.0,,22900000.0,, Approved
5, Graduate, Yes,2400000.0,8900000.0,2,745.0,1700000.0,2000000.0,9200000.0,2100000.0, Approved
1, Graduate, No,2400000.0,8900000.0,8,835.0,2400000.0,1200000.0,5500000.0,1100000.0, Approved
5, Not Graduate, Yes,6000000.0,12100000.0,20,848.0,13900000.0,4800000.0,18000000.0,3600000.0, Approved
5, Not Graduate, No,7600000.0,16300000.0,18,,5100000.0,1900000.0,20700000.0,5000000.0, Approved
3, Not Graduate, No,8000000.0,20100000.0,10,608.0,9800000.0,,26100000.0,5200000.0, Approved
0, Graduate, Yes,5400000.0,19500000.0,16,758.0,2600000.0,2700000.0,18300000.0,6000000.0, Approved
0, Not Graduate, Yes,1400000.0,3700000.0,4,841.0,3000000.0,1000000.0,4600000.0,1000000.0, Approved
0, Not Graduate, Yes,800000.0,2600000.0,2,618.0,300000.0,1200000.0,2000000.0,500000.0, Approved
4, Graduate, Yes,,,4,457.0,700000.0,,,, Approved
0, Graduate, No,4100000.0,14400000.0,4,844.0,2700000.0,6000000.0,9900000.0,4200000.0, Approved
2, Not Graduate, No,1500000.0,3800000.0,4,776.0,2800000.0,,5300000.0,1400000.0, Approved
1, Not Graduate, No,4600000.0,13900000.0,8,520.0,13300000.0,6400000.0,9800000.0,2200000.0, Rejected
1, Graduate, Yes,3300000.0,7500000.0,12,648.0,6400000.0,1700000.0,8700000.0,1600000.0, Approved
4, Not Graduate, Yes,7900000.0,,10,654.0,16500000.0,,25400000.0,5000000.0, Approved
0, Not Graduate, No,8100000.0,26500000.0,20,342.0,5800000.0,5600000.0,23700000.0,5800000.0, Rejected
5, Not Graduate, No,900000.0,2800000.0,16,808.0,2100000.0,900000.0,3100000.0,800000.0, Approved
1, Graduate, Yes,4900000.0,15200000.0,10,429.0,5700000.0,7300000.0,14400000.0,3300000.0, Rejected
3, Graduate, Yes,6100000.0,18100000.0,14,538.0,11800000.0,4200000.0,16200000.0,7500000.0, Rejected
3, Not Graduate, No,4500000.0,16400000.0,6,533.0,1800000.0,5600000.0,12200000.0,3900000.0, Rejected
2, Graduate, Yes,2900000.0,7300000.0,8,394.0,7700000.0,2600000.0,7700000.0,4000000.0, Rejected
1, Not Graduate, No,7900000.0,29300000.0,2,771.0,17600000.0,12800000.0,20400000.0,4000000.0, Approved
5, Graduate, Yes,4100000.0,10100000.0,4,792.0,4400000.0,6100000.0,8600000.0,4900000.0, Approved
5, Not Graduate, Yes,7700000.0,15500000.0,8,407.0,6500000.0,9100000.0,26300000.0,4600000.0, Rejected
0, Not Graduate, No,5600000.0,19300000.0,18,544.0,6400000.0,2800000.0,19900000.0,6400000.0, Rejected
5, Graduate, No,9000000.0,18000000.0,18,509.0,,5200000.0,20000000.0,6100000.0, Rejected
4, Not Graduate, Yes,6400000.0,18400000.0,16,,17700000.0,3600000.0,13900000.0,8300000.0, Rejected
4, Graduate, No,6900000.0,14700000.0,2,496.0,12000000.0,7000000.0,15500000.0,4000000.0, Rejected
3, Not Graduate, No,9100000.0,27400000.0,18,652.0,8500000.0,7300000.0,,6800000.0, Approved
2, Graduate, Yes,1100000.0,3700000.0,2,806.0,2700000.0,800000.0,2900000.0,500000.0, Approved
4, Not Graduate, No,1700000.0,4500000.0,12,821.0,3200000.0,1900000.0,4900000.0,1500000.0, Approved
5, Graduate, Yes,9200000.0,28800000.0,20,618.0,14300000.0,10800000.0,,10600000.0, Approved
2, Not Graduate, Yes,8300000.0,20600000.0,12,729.0,,9000000.0,,8400000.0, Approved
5, Not Graduate, Yes,5000000.0,10600000.0,6,839.0,12600000.0,8600000.0,19800000.0,3500000.0, Approved
3, Graduate, No,2200000.0,6400000.0,2,,1400000.0,2100000.0,4300000.0,1500000.0, Rejected
2, Graduate, No,4500000.0,9600000.0,16,404.0,1800000.0,6000000.0,17000000.0,2700000.0, Rejected
5, Not Graduate, Yes,4100000.0,9000000.0,6,581.0,6600000.0,1500000.0,11300000.0,3400000.0, Approved
1, Not Graduate, No,2800000.0,6800000.0,18,596.0,7900000.0,400000.0,7300000.0,1500000.0, Approved
1, Not Graduate, No,6600000.0,20700000.0,4,415.0,12800000.0,11900000.0,17700000.0,3900000.0, Approved
3, Not Graduate, Yes,3200000.0,7200000.0,6,728.0,4800000.0,2000000.0,8000000.0,4600000.0, Approved
0, Not Graduate, No,6300000.0,13300000.0,2,666.0,8800000.0,4000000.0,14200000.0,4900000.0, Approved
2, Graduate, No,4700000.0,17700000.0,14,675.0,5800000.0,7200000.0,13100000.0,6500000.0, Approved
0, Graduate, No,4100000.0,15400000.0,16,,3000000.0,5200000.0,16200000.0,3100000.0, Rejected
5, Graduate, Yes,7100000.0,15500000.0,4,474.0,7600000.0,9000000.0,22400000.0,9400000.0, Rejected
4, Graduate, Yes,4900000.0,10200000.0,18,370.0,10900000.0,2200000.0,13700000.0,6600000.0, Rejected
4, Graduate, No,5600000.0,20300000.0,20,596.0,5100000.0,10900000.0,12700000.0,7900000.0, Approved
4, Graduate, No,3400000.0,8300000.0,2,567.0,5700000.0,1900000.0,10200000.0,2700000.0, Approved
3, Not Graduate, No,4500000.0,16100000.0,16,671.0,10500000.0,3600000.0,12400000.0,5800000.0, Approved
2, Graduate, No,,,18,819.0,300000.0,300000.0,,, Approved
5, Not Graduate, Yes,7600000.0,23000000.0,10,829.0,3100000.0,7300000.0,17600000.0,7300000.0, Approved
5, Graduate, No,,,12,454.0,1400000.0,500000.0,,, Rejected
0, Graduate, Yes,5900000.0,15200000.0,16,399.0,15200000.0,3200000.0,12200000.0,6500000.0, Rejected
0, Graduate, No,7100000.0,20700000.0,10,784.0,9500000.0,11400000.0,27900000.0,8600000.0, Approved
2, Not Graduate, Yes,8500000.0,26900000.0,6,538.0,,,21500000.0,4600000.0, Rejected
0, Graduate, Yes,6400000.0,16900000.0,16,759.0,16200000.0,7100000.0,15200000.0,3100000.0, Approved
2, Graduate, No,7100000.0,21400000.0,12,699.0,11400000.0,13400000.0,22600000.0,4800000.0, Approved
5, Not Graduate, No,1800000.0,5400000.0,14,347.0,3800000.0,1300000.0,4900000.0,1700000.0, Rejected
3, Not Graduate, Yes,6600000.0,25200000.0,20,598.0,13100000.0,3600000.0,20700000.0,8600000.0, Approved
4, Graduate, Yes,8800000.0,27100000.0,2,406.0,16300000.0,6200000.0,26100000.0,5800000.0, Approved
2, Not Graduate, No,4800000.0,15800000.0,20,860.0,1700000.0,3300000.0,13400000.0,5100000.0, Approved
5, Graduate, Yes,4400000.0,16500000.0,10,806.0,3500000.0,4400000.0,11200000.0,2800000.0, Approved
0, Not Graduate, No,2000000.0,6900000.0,2,448.0,2700000.0,3800000.0,7100000.0,1600000.0, Approved
2, Graduate, No,6800000.0,22600000.0,20,393.0,2100000.0,2200000.0,20300000.0,8200000.0, Rejected
5, Not Graduate, Yes,6600000.0,16000000.0,12,811.0,13100000.0,5000000.0,14700000.0,5000000.0, Approved
2, Graduate, No,3300000.0,7900000.0,20,829.0,4800000.0,2100000.0,13200000.0,2600000.0, Approved
3, Not Graduate, No,7400000.0,23400000.0,16,700.0,19300000.0,3000000.0,20700000.0,8900000.0, Approved
0, Not Graduate, Yes,4500000.0,12400000.0,18,719.0,10300000.0,200000.0,9200000.0,3100000.0, Approved
1, Not Graduate, Yes,,30500000.0,12,430.0,5400000.0,8000000.0,30800000.0,10500000.0, Rejected
1, Graduate, No,800000.0,3000000.0,4,338.0,900000.0,1000000.0,2600000.0,, Approved
2, Graduate, No,4000000.0,13000000.0,4,695.0,6400000.0,6900000.0,15400000.0,4300000.0, Approved
2, Not Graduate, No,7000000.0,25700000.0,18,374.0,3400000.0,13700000.0,14900000.0,4500000.0, Rejected
3, Graduate, No,3500000.0,8500000.0,18,609.0,7300000.0,,12700000.0,2500000.0, Approved
3, Graduate, Yes,,,6,631.0,3500000.0,5500000.0,28500000.0,7500000.0, Approved
0, Not Graduate, No,3400000.0,10800000.0,6,439.0,5300000.0,1400000.0,11600000.0,1900000.0, Rejected
1, Graduate, Yes,4600000.0,13500000.0,20,837.0,5600000.0,7700000.0,11900000.0,2500000.0, Approved
4, Graduate, No,3800000.0,10400000.0,10,833.0,7500000.0,2500000.0,14100000.0,4200000.0, Approved
4, Not Graduate, Yes,4200000.0,9600000.0,20,863.0,7400000.0,900000.0,9100000.0,3400000.0, Approved
2, Graduate, No,2500000.0,8700000.0,4,684.0,,600000.0,9700000.0,2600000.0, Approved
0, Not Graduate, Yes,7000000.0,24600000.0,6,542.0,6400000.0,2600000.0,24500000.0,4700000.0, Rejected
1, Not Graduate, No,5300000.0,11500000.0,8,753.0,10000000.0,4200000.0,14400000.0,3000000.0, Approved
0, Not Graduate, No,6400000.0,14200000.0,2,512.0,1600000.0,9200000.0,23100000.0,3500000.0, Rejected
3, Not Graduate, No,3400000.0,8100000.0,12,385.0,6100000.0,4000000.0,10700000.0,4000000.0, Rejected
4, Not Graduate, No,6700000.0,18800000.0,2,749.0,15600000.0,7900000.0,19900000.0,8600000.0, Approved
1, Not Graduate, Yes,4600000.0,10100000.0,4,618.0,2200000.0,,12900000.0,4300000.0, Approved
4, Graduate, Yes,900000.0,2500000.0,4,583.0,1300000.0,800000.0,,1100000.0, Approved
0, Graduate, No,5100000.0,19900000.0,18,655.0,4400000.0,,17100000.0,7100000.0, Approved
0, Not Graduate, Yes,7000000.0,20900000.0,20,380.0,11800000.0,10800000.0,21100000.0,6200000.0, Rejected
3, Graduate, Yes,4100000.0,14700000.0,6,679.0,6600000.0,3700000.0,10500000.0,5600000.0, Approved
2, Graduate, No,4600000.0,14800000.0,6,410.0,12900000.0,6800000.0,16100000.0,5800000.0, Rejected
2, Graduate, Yes,3600000.0,11500000.0,8,590.0,1600000.0,5200000.0,10900000.0,3000000.0, Approved
5, Graduate, No,5900000.0,13800000.0,14,397.0,12400000.0,600000.0,20400000.0,3000000.0, Rejected
2, Graduate, No,600000.0,2100000.0,16,425.0,900000.0,500000.0,2300000.0,, Rejected
0, Graduate, No,4900000.0,16400000.0,2,383.0,3300000.0,3500000.0,15000000.0,5800000.0, Approved
5, Graduate, Yes,6400000.0,23900000.0,6,406.0,14700000.0,12400000.0,25400000.0,4300000.0, Rejected
2, Graduate, No,7000000.0,19800000.0,10,563.0,3900000.0,9400000.0,22800000.0,8000000.0, Approved
3, Graduate, Yes,6700000.0,13400000.0,14,782.0,4900000.0,4000000.0,25800000.0,9600000.0, Approved
1, Not Graduate, Yes,800000.0,2200000.0,4,852.0,900000.0,200000.0,2200000.0,1000000.0, Approved
5, Not Graduate, No,7600000.0,27800000.0,2,753.0,18400000.0,12200000.0,16900000.0,8000000.0, Approved
5, Graduate, Yes,3200000.0,7600000.0,4,489.0,5000000.0,2900000.0,10600000.0,1900000.0, Rejected
2, Not Graduate, Yes,4900000.0,13800000.0,2,586.0,9900000.0,1400000.0,9900000.0,7000000.0, Approved
3, Not Graduate, No,7200000.0,20800000.0,16,560.0,2100000.0,10700000.0,21100000.0,3600000.0, Approved
3, Graduate, No,5600000.0,20600000.0,6,487.0,6400000.0,9700000.0,20200000.0,4100000.0, Rejected
4, Graduate, Yes,7300000.0,18300000.0,8,434.0,10000000.0,2900000.0,26800000.0,6700000.0, Rejected
4, Not Graduate, No,3300000.0,7000000.0,20,504.0,8200000.0,3200000.0,7300000.0,2500000.0, Rejected
2, Graduate, Yes,9200000.0,25300000.0,4,827.0,,,19300000.0,11000000.0, Approved
3, Not Graduate, Yes,8100000.0,23300000.0,20,657.0,15700000.0,2900000.0,28100000.0,6200000.0, Approved
5, Graduate, No,6600000.0,21400000.0,10,447.0,12700000.0,11100000.0,20200000.0,6400000.0, Rejected
0, Graduate, Yes,4200000.0,13600000.0,4,834.0,8700000.0,3400000.0,12000000.0,3100000.0, Approved
2, Graduate, No,5800000.0,21700000.0,8,354.0,12500000.0,2300000.0,12200000.0,6800000.0, Rejected
2, Graduate, Yes,5600000.0,21000000.0,18,,9800000.0,1600000.0,20900000.0,6000000.0, Approved
0, Not Graduate, Yes,3600000.0,9900000.0,12,641.0,10300000.0,2400000.0,9100000.0,2700000.0, Approved
1, Graduate, Yes,7700000.0,16900000.0,6,621.0,,7900000.0,27400000.0,10200000.0, Approved
0, Graduate, Yes,7800000.0,23300000.0,10,587.0,12500000.0,9300000.0,27500000.0,9700000.0, Approved
3, Not Graduate, No,5700000.0,15400000.0,16,424.0,4700000.0,3000000.0,16400000.0,5600000.0, Rejected
5, Graduate, No,6300000.0,20500000.0,14,515.0,4300000.0,3600000.0,18300000.0,9100000.0, Rejected
5, Not Graduate, Yes,2300000.0,4700000.0,18,592.0,1600000.0,3900000.0,6200000.0,2800000.0, Approved
4, Graduate, Yes,,19900000.0,6,,3200000.0,,28100000.0,6600000.0, Rejected
1, Not Graduate, Yes,1000000.0,3900000.0,16,360.0,2500000.0,300000.0,2100000.0,600000.0, Rejected
5, Graduate, Yes,7200000.0,27100000.0,12,535.0,8400000.0,12800000.0,28100000.0,4800000.0, Rejected
2, Not Graduate, Yes,3800000.0,11400000.0,16,666.0,9000000.0,2400000.0,8000000.0,3800000.0, Approved
4, Not Graduate, Yes,9300000.0,24600000.0,16,419.0,18100000.0,,26700000.0,5100000.0, Rejected
2, Not Graduate, Yes,7200000.0,21900000.0,12,640.0,,11400000.0,14600000.0,3800000.0, Approved
0, Graduate, No,7600000.0,19700000.0,12,545.0,4300000.0,5200000.0,29500000.0,7300000.0, Rejected
4, Graduate, No,4500000.0,15300000.0,10,843.0,13200000.0,6900000.0,10800000.0,2200000.0, Approved
1, Not Graduate, Yes,,30900000.0,20,559.0,12100000.0,6100000.0,,, Approved
0, Not Graduate, Yes,700000.0,2000000.0,18,650.0,400000.0,1300000.0,2800000.0,500000.0, Approved
0, Graduate, No,3500000.0,12300000.0,16,479.0,9700000.0,6000000.0,7900000.0,4700000.0, Rejected
1, Graduate, Yes,,,14,,,,,, Rejected
5, Not Graduate, Yes,5400000.0,16700000.0,2,354.0,1100000.0,4500000.0,19300000.0,5200000.0, Approved
4, Not Graduate, Yes,2800000.0,8400000.0,10,521.0,1500000.0,1200000.0,9100000.0,3700000.0, Rejected
5, Not Graduate, Yes,4900000.0,15900000.0,8,505.0,12400000.0,4900000.0,14900000.0,6100000.0, Rejected
4, Not Graduate, No,600000.0,,12,436.0,400000.0,,,700000.0, Rejected
0, Graduate, No,3000000.0,8100000.0,6,683.0,3200000.0,4900000.0,10200000.0,3200000.0, Approved
0, Graduate, No,1800000.0,5800000.0,18,348.0,2900000.0,700000.0,6700000.0,1000000.0, Rejected
4, Graduate, Yes,5100000.0,15700000.0,6,867.0,11200000.0,8300000.0,19200000.0,3600000.0, Approved
5, Graduate, No,1400000.0,4100000.0,14,,3700000.0,1800000.0,2800000.0,2100000.0, Approved
2, Graduate, Yes,6700000.0,25500000.0,10,673.0,11100000.0,8600000.0,25100000.0,5000000.0, Approved
3, Not Graduate, No,4300000.0,12600000.0,18,482.0,9300000.0,900000.0,13200000.0,6100000.0, Rejected
3, Graduate, Yes,7800000.0,19600000.0,4,767.0,18100000.0,10500000.0,20500000.0,7700000.0, Approved
3, Not Graduate, No,5400000.0,15800000.0,18,760.0,12700000.0,2300000.0,16400000.0,7200000.0, Approved
0, Not Graduate, No,,1900000.0,2,857.0,1100000.0,500000.0,,, Approved
1, Graduate, No,8600000.0,26700000.0,10,735.0,11800000.0,9100000.0,20700000.0,, Approved
3, Graduate, No,2500000.0,9300000.0,4,810.0,2700000.0,3300000.0,9400000.0,3700000.0, Approved
4, Not Graduate, No,3000000.0,7200000.0,2,680.0,900000.0,3400000.0,9600000.0,1700000.0, Approved
5, Not Graduate, Yes,7000000.0,26900000.0,4,,1400000.0,4200000.0,22400000.0,7400000.0, Approved
1, Not Graduate, Yes,,,16,688.0,400000.0,300000.0,,, Approved
5, Not Graduate, No,5200000.0,13700000.0,16,531.0,8800000.0,4500000.0,15700000.0,2900000.0, Rejected
3, Graduate, No,3300000.0,11100000.0,2,660.0,6500000.0,3700000.0,12300000.0,4500000.0, Approved
1, Not Graduate, Yes,2400000.0,8800000.0,18,414.0,3600000.0,2200000.0,7100000.0,2500000.0, Rejected
4, Graduate, Yes,5800000.0,15800000.0,14,528.0,6300000.0,,21400000.0,8700000.0, Rejected
4, Not Graduate, Yes,9400000.0,20000000.0,12,817.0,3600000.0,1600000.0,,8000000.0, Approved
2, Not Graduate, No,6100000.0,15300000.0,2,799.0,7100000.0,5500000.0,17800000.0,5300000.0, Approved
1, Graduate, Yes,7500000.0,21400000.0,20,655.0,13000000.0,10300000.0,28100000.0,8100000.0, Approved
2, Not Graduate, No,4100000.0,16200000.0,6,546.0,3500000.0,3100000.0,15100000.0,3700000.0, Rejected
3, Not Graduate, No,8500000.0,30800000.0,14,745.0,11000000.0,8200000.0,19400000.0,7200000.0, Approved
0, Graduate, No,4300000.0,16900000.0,8,,6500000.0,5400000.0,12000000.0,3700000.0, Approved
5, Not Graduate, No,9300000.0,22000000.0,4,822.0,20900000.0,10000000.0,24200000.0,, Approved
4, Not Graduate, No,6000000.0,18700000.0,2,623.0,4300000.0,4000000.0,19100000.0,5700000.0, Approved
1, Not Graduate, Yes,5300000.0,18900000.0,16,361.0,300000.0,5000000.0,11900000.0,5500000.0, Rejected
5, Not Graduate, Yes,7400000.0,16200000.0,2,778.0,17000000.0,2700000.0,19400000.0,9200000.0, Approved
1, Not Graduate, Yes,1100000.0,3800000.0,8,779.0,600000.0,1800000.0,4000000.0,1600000.0, Approved
1, Graduate, Yes,6600000.0,20700000.0,4,594.0,4800000.0,200000.0,26400000.0,8900000.0, Approved
3, Graduate, No,8200000.0,28300000.0,2,530.0,15000000.0,10500000.0,20200000.0,, Approved
3, Not Graduate, No,3300000.0,9300000.0,12,,5300000.0,2600000.0,7500000.0,2000000.0, Rejected
4, Graduate, Yes,2500000.0,9000000.0,10,394.0,6700000.0,2000000.0,7300000.0,3000000.0, Rejected
3, Graduate, Yes,3300000.0,10400000.0,12,816.0,7100000.0,6300000.0,11800000.0,4900000.0, Approved
5, Not Graduate, No,1000000.0,2300000.0,16,423.0,1700000.0,700000.0,2900000.0,1400000.0, Rejected
5, Graduate, Yes,6200000.0,12800000.0,2,539.0,5600000.0,9800000.0,22300000.0,4800000.0, Rejected
1, Graduate, No,7000000.0,21000000.0,20,554.0,16900000.0,6600000.0,14600000.0,5600000.0, Approved
2, Graduate, Yes,7000000.0,19000000.0,6,523.0,5300000.0,9300000.0,25800000.0,9500000.0, Rejected
1, Not Graduate, Yes,5300000.0,12000000.0,10,852.0,400000.0,10400000.0,18900000.0,5000000.0, Approved
0, Not Graduate, Yes,1800000.0,3700000.0,2,505.0,3900000.0,2400000.0,4500000.0,1400000.0, Rejected
0, Graduate, Yes,2300000.0,7900000.0,10,430.0,6600000.0,2800000.0,8100000.0,1900000.0, Rejected
2, Graduate, No,4000000.0,9200000.0,16,784.0,3200000.0,600000.0,13000000.0,4900000.0, Approved
1, Not Graduate, No,8900000.0,24000000.0,6,380.0,16500000.0,7400000.0,27700000.0,7500000.0, Rejected
3, Graduate, No,8000000.0,18600000.0,20,565.0,1600000.0,8600000.0,22500000.0,9400000.0, Approved
4, Graduate, Yes,7900000.0,26900000.0,14,446.0,17900000.0,7300000.0,16500000.0,8200000.0, Rejected
5, Graduate, Yes,6700000.0,20200000.0,8,406.0,6900000.0,4900000.0,15300000.0,7100000.0, Rejected
4, Not Graduate, No,2400000.0,6000000.0,6,712.0,6800000.0,2200000.0,6000000.0,1200000.0, Approved
4, Not Graduate, No,8600000.0,22600000.0,14,729.0,300000.0,,20500000.0,, Approved
1, Not Graduate, Yes,5300000.0,14600000.0,20,508.0,11200000.0,2800000.0,17000000.0,4600000.0, Rejected
0, Graduate, No,7400000.0,24900000.0,20,648.0,7100000.0,7900000.0,23300000.0,6200000.0, Approved
0, Not Graduate, Yes,8700000.0,18700000.0,10,346.0,1200000.0,1800000.0,30700000.0,8200000.0, Rejected
5, Graduate, No,8200000.0,18500000.0,4,394.0,9600000.0,5700000.0,27400000.0,11100000.0, Rejected
0, Not Graduate, Yes,3700000.0,9700000.0,12,501.0,2600000.0,6600000.0,9200000.0,4600000.0, Rejected
5, Not Graduate, Yes,9200000.0,,2,655.0,3000000.0,1200000.0,,8700000.0, Approved
4, Not Graduate, No,6100000.0,20900000.0,4,662.0,10200000.0,7000000.0,23300000.0,4100000.0, Approved
2, Graduate, Yes,8800000.0,30800000.0,20,820.0,700000.0,4800000.0,25900000.0,, Approved
5, Not Graduate, No,9200000.0,18900000.0,10,521.0,8300000.0,,23400000.0,6900000.0, Rejected
3, Graduate, No,7200000.0,27900000.0,12,473.0,21100000.0,8800000.0,27800000.0,8700000.0, Rejected
1, Graduate, No,600000.0,,10,561.0,900000.0,300000.0,,600000.0, Approved
5, Graduate, No,8000000.0,23100000.0,20,461.0,5900000.0,2400000.0,29300000.0,7200000.0, Rejected
4, Graduate, Yes,6900000.0,13800000.0,16,715.0,2100000.0,6100000.0,20900000.0,8200000.0, Approved
0, Not Graduate, Yes,4300000.0,15600000.0,18,440.0,6200000.0,1300000.0,10000000.0,4700000.0, Rejected
3, Not Graduate, Yes,8500000.0,24900000.0,18,749.0,9600000.0,1200000.0,,10100000.0, Approved
4, Not Graduate, No,8600000.0,17400000.0,2,787.0,11700000.0,10600000.0,18400000.0,10600000.0, Approved
3, Graduate, No,6300000.0,13900000.0,18,748.0,17700000.0,8800000.0,21700000.0,8600000.0, Approved
3, Not Graduate, Yes,5800000.0,13600000.0,12,,1700000.0,3300000.0,22300000.0,3400000.0, Rejected
3, Graduate, Yes,1000000.0,2300000.0,10,,1000000.0,400000.0,2500000.0,1000000.0, Rejected
0, Not Graduate, Yes,1700000.0,5400000.0,8,682.0,2400000.0,1000000.0,3900000.0,2100000.0, Approved
2, Not Graduate, No,3200000.0,8600000.0,18,638.0,1000000.0,4900000.0,8600000.0,3500000.0, Approved
0, Graduate, Yes,7500000.0,16600000.0,14,440.0,17200000.0,,24100000.0,10300000.0, Rejected
1, Not Graduate, Yes,2000000.0,6600000.0,10,,1400000.0,200000.0,6300000.0,2400000.0, Approved
3, Not Graduate, No,9100000.0,19700000.0,20,437.0,6300000.0,13700000.0,23700000.0,, Rejected
4, Graduate, Yes,8400000.0,19700000.0,8,796.0,17900000.0,9200000.0,20200000.0,7700000.0, Approved
4, Graduate, No,7100000.0,27200000.0,16,824.0,2400000.0,8000000.0,22400000.0,3900000.0, Approved
2, Not Graduate, No,,,6,338.0,,,,, Rejected
0, Not Graduate, Yes,5000000.0,14900000.0,12,575.0,12800000.0,1500000.0,12300000.0,6600000.0, Approved
0, Not Graduate, Yes,4500000.0,16900000.0,8,773.0,6300000.0,6800000.0,14000000.0,6000000.0, Approved
2, Not Graduate, Yes,5100000.0,19700000.0,2,733.0,,4500000.0,12900000.0,6200000.0, Approved
3, Graduate, Yes,4100000.0,10600000.0,14,475.0,5400000.0,4300000.0,13900000.0,4500000.0, Rejected
1, Not Graduate, No,7200000.0,15000000.0,10,677.0,10600000.0,3900000.0,24500000.0,4100000.0, Approved
3, Not Graduate, No,7800000.0,17700000.0,6,403.0,12600000.0,3700000.0,24700000.0,10000000.0, Rejected
3, Graduate, Yes,7500000.0,25300000.0,12,767.0,13200000.0,10800000.0,19400000.0,9600000.0, Approved
3, Graduate, Yes,6400000.0,21000000.0,2,813.0,3900000.0,10900000.0,20500000.0,4400000.0, Approved
4, Graduate, No,7000000.0,25700000.0,20,597.0,19900000.0,13500000.0,27500000.0,10100000.0, Approved
4, Not Graduate, Yes,9000000.0,,8,,7100000.0,4400000.0,23400000.0,, Approved
