no_of_dependents, education, self_employed, income_annum, loan_term, cibil_score, loan_status
0,1,0,4700000.0,16,454.3168815752306,1
4,1,0,4300000.0,2,606.0,0
5,0,0,4700000.0,16,719.3891892122834,0
4,1,1,8700000.0,4,370.0,0
1,0,0,7000000.0,10,414.0,1
2,1,0,600000.0,10,800.0,0
1,1,0,6800000.0,12,779.0,0
1,1,0,6400000.0,20,553.0,0
4,1,0,7600000.0,18,445.0,1
3,1,0,9000000.0,8,496.0,1
0,0,1,2400000.0,10,650.0,0
3,1,0,6800000.0,6,783.0,0
5,0,1,3500000.0,10,535.0,1
4,0,1,8900000.0,20,415.0,1
0,1,0,6000000.0,8,709.0,0
3,1,0,700000.0,14,819.0,0
0,1,1,6800000.0,18,841.0,0
4,1,1,5300000.0,12,700.0,0
1,0,1,1400000.0,4,673.3539708667478,0
2,0,1,1400000.0,4,804.0,0
4,1,0,9200000.0,6,653.0,0
1,0,1,7900000.0,2,663.0,0
0,1,0,4500000.0,10,495.0,1
1,1,0,3800000.0,8,335.0,1
5,0,1,1500000.0,6,618.0,0
3,1,0,1200000.0,12,480.0,1
4,1,0,1700000.0,18,843.0,0
4,0,0,5200000.0,16,483.0,1
1,1,0,1600000.0,12,548.0,1
4,0,1,6600000.0,16,379.0,1
5,1,1,9400000.0,20,771.0,0
4,0,1,5082562.130866726,2,353.0,1
5,1,0,4600000.0,16,668.0,0
3,1,1,6100000.0,2,387.0,0
0,1,1,1500000.0,12,789.0,0
0,0,1,5010874.8241874175,2,855.0,0
0,1,0,8700000.0,14,751.0,0
3,1,0,7000000.0,12,739.0,0
4,0,0,4700000.0,14,492.0,1
4,1,1,7600000.0,16,703.1930459001069,0
1,1,1,9200000.0,4,545.0,1
5,1,0,9400000.0,20,720.8859517310125,0
0,0,0,4800000.0,6,848.0,0
3,1,1,600000.0,12,696.4056683754925,0
3,0,1,4900000.0,14,439.0,1
3,0,1,3300000.0,12,586.0,0
3,0,1,9100000.0,20,483.5221813509734,1
5,0,0,6100000.0,16,443.6499889201644,1
3,0,1,8400000.0,2,741.0,0
4,0,0,7900000.0,8,698.0,0
2,1,1,6100000.0,10,733.0,0
3,1,1,2000000.0,16,571.0,0
3,0,1,5071349.194299872,20,490.0,1
2,1,0,5033583.780789745,16,451.0,1
4,0,1,1900000.0,6,559.0,0
4,0,1,6900000.0,10,577.0,0
2,1,1,1500000.0,4,613.0,0
4,1,0,1900000.0,20,785.0,0
0,0,1,2300000.0,8,690.0,0
2,1,0,7800000.0,14,351.0,1
4,1,0,5050335.751322101,10,447.0,1
0,0,1,9400000.0,20,708.0,0
2,0,0,9100000.0,12,549.0,1
1,0,1,9000000.0,8,797.0,0
4,1,0,7100000.0,14,537.0,1
3,0,0,800000.0,12,828.0,0
0,0,1,4500000.0,14,471.0,1
5,0,0,8500000.0,4,336.0,1
3,1,1,2500000.0,16,424.0,1
2,0,0,1500000.0,18,440.0,1
0,1,0,6200000.0,8,583.0,0
1,1,1,1300000.0,6,480.0,1
5,1,0,6600000.0,10,670.0,0
0,0,1,5300000.0,6,430.1160363623584,1
5,1,0,1400000.0,6,754.0,0
2,1,1,2900000.0,18,588.0,0
3,1,0,6500000.0,4,551.0,0
3,0,0,8300000.0,4,437.0605244749355,1
2,1,1,8900000.0,12,382.0,1
3,0,0,5300000.0,6,717.0,0
0,0,0,2800000.0,6,676.0,0
1,1,0,8000000.0,6,667.0,0
3,1,0,3900000.0,20,821.0,0
0,0,0,6200000.0,20,345.0,1
3,1,1,5900000.0,10,442.0,1
1,0,1,6000000.0,12,672.0,0
3,1,1,9100000.0,2,508.0,0
5,0,1,3400000.0,10,615.0,0
1,0,1,1800000.0,8,689.0,0
1,0,0,5067757.738338139,18,747.0,1
1,0,1,9000000.0,10,412.0,1
1,0,0,6400000.0,2,703.0,0
5,1,0,5800000.0,16,698.4863521150288,0
5,0,1,2600000.0,18,651.0,0
4,1,0,6600000.0,14,793.0,0
2,1,0,6100000.0,4,407.0,0
2,1,0,4100000.0,8,390.0,1
3,1,1,5030501.422265705,12,469.0,1
4,0,0,4700000.0,6,373.0,1
4,0,1,1500000.0,2,665.1862638250562,0
5,1,0,2700000.0,8,833.0,0
2,0,0,6900000.0,2,668.5129550890217,0
0,0,0,7600000.0,6,397.0,1
1,0,0,4100000.0,6,687.0541689254622,0
3,1,0,4100000.0,2,457.0,1
4,1,0,1600000.0,16,657.0,0
2,1,1,4984131.201471643,2,480.0,0
5,0,1,4400000.0,20,840.0,0
2,1,1,3800000.0,12,866.0,0
0,1,0,4300000.0,8,619.0,0
1,0,1,9000000.0,2,748.0,0
3,1,1,4990048.495610569,12,669.2049573075861,0
2,0,1,6900000.0,8,829.0,0
3,1,0,4300000.0,6,435.5812380249649,1
3,1,0,6600000.0,10,467.0,1
1,0,1,5200000.0,18,650.0,0
3,0,1,5033544.088858699,6,711.0,0
4,1,0,1300000.0,18,717.6300326526396,0
5,1,0,5059279.126848415,4,494.0,1
2,0,1,5400000.0,14,741.0,0
4,1,0,1200000.0,12,702.3281178636998,0
0,0,1,7000000.0,14,610.0,0
5,0,0,7600000.0,6,778.0,0
5,0,1,700000.0,14,571.0,0
3,0,1,7500000.0,18,554.0,0
0,1,1,2300000.0,8,712.0,0
5,1,1,5600000.0,4,695.0,0
0,1,1,5400000.0,20,366.0,1
1,1,1,1800000.0,10,426.0,1
0,1,0,2900000.0,10,446.6649365353159,1
3,1,1,1400000.0,8,543.0,1
2,0,0,2800000.0,16,525.0,1
0,1,1,3300000.0,12,812.0,0
0,1,0,7000000.0,14,697.0,0
1,1,0,3900000.0,12,527.0,1
1,1,0,5700000.0,4,512.0,0
0,0,0,4100000.0,4,671.0,0
1,0,1,2200000.0,20,539.0,1
5,1,0,2200000.0,10,532.0,1
3,1,1,2500000.0,16,485.0,1
0,1,1,900000.0,6,521.0,1
1,1,0,2900000.0,10,697.7640127348675,0
2,1,0,4994265.634654879,10,788.0,0
2,1,0,5200000.0,12,659.0,0
1,0,1,8600000.0,16,498.0,1
2,0,1,4800000.0,20,467.06934321737896,1
0,0,0,2000000.0,6,785.0,0
0,0,0,3600000.0,10,445.5174167665412,1
3,1,1,5300000.0,2,433.0,0
1,1,1,4973296.525078213,18,801.0,0
3,0,1,6500000.0,6,488.0,1
0,1,1,2300000.0,16,756.0,0
3,0,0,1000000.0,4,757.0,0
5,1,0,3200000.0,6,828.0,0
3,0,1,3400000.0,12,733.0,0
0,1,0,5019479.631471353,8,421.0,1
3,1,0,5300000.0,4,666.0609080748189,0
3,0,0,4700000.0,10,393.0,1
3,0,0,5044056.782215359,12,700.0,0
5,0,0,8800000.0,18,613.0,0
5,0,0,5900000.0,6,455.0,1
4,0,1,2400000.0,16,707.0182272762403,0
4,0,1,7900000.0,16,497.0,1
0,0,0,1400000.0,2,649.0,0
0,0,1,3500000.0,14,709.0,0
4,0,0,3400000.0,12,705.0,0
2,0,0,6100000.0,2,476.0,0
2,1,1,3000000.0,4,819.0,0
5,1,1,3400000.0,16,535.0,1
0,0,1,5008605.263146877,14,698.7123876122914,0
0,0,0,5900000.0,12,468.0,1
5,0,1,5049917.799217632,2,759.0,0
3,0,1,9000000.0,2,426.0,0
0,0,1,8800000.0,8,712.0,0
4,0,1,2000000.0,2,615.0,0
2,0,0,4700000.0,12,784.0,0
4,1,0,2700000.0,16,677.0,0
1,1,0,2600000.0,12,447.79966410859015,1
1,1,1,9000000.0,16,655.0,0
4,1,0,5100000.0,8,755.0,0
2,0,0,6600000.0,18,598.0,0
2,0,0,4400000.0,18,712.0,0
4,1,1,1500000.0,6,524.0,1
1,1,0,6200000.0,16,838.0,0
4,0,1,900000.0,6,560.0,0
3,1,0,7700000.0,12,759.0,0
2,0,1,600000.0,6,454.0,1
4,1,0,4300000.0,4,539.0,0
2,1,1,8200000.0,16,827.0,0
0,1,0,3500000.0,12,686.0,0
1,0,1,5056866.784808056,14,371.0,1
5,0,0,700000.0,4,784.0,0
1,0,1,2100000.0,16,826.0,0
2,1,0,3200000.0,12,502.0,1
0,0,0,2900000.0,8,367.0,1
0,1,0,7000000.0,6,541.0,1
1,0,0,3700000.0,16,608.0,0
3,1,1,4500000.0,12,570.0,0
3,0,0,5042922.001695089,18,752.0,0
5,1,1,5600000.0,8,675.4814349298412,0
5,0,0,5400000.0,2,538.0,0
4,1,0,5009882.824666965,10,819.0,0
1,0,1,7500000.0,18,770.0,0
5,1,1,2500000.0,6,345.0,1
4,0,1,3100000.0,12,730.0,0
1,0,1,7600000.0,20,835.0,0
3,1,1,4991939.796477686,2,811.0,0
2,1,0,2700000.0,14,662.0,0
2,1,1,3500000.0,4,420.0,0
5,1,0,3700000.0,4,413.0,0
2,1,1,5600000.0,10,367.0,1
5,1,1,4800000.0,14,390.0,1
4,1,1,5200000.0,2,602.0,0
3,0,0,2900000.0,16,843.0,0
1,0,0,2700000.0,20,713.0,0
3,0,0,5000000.0,8,591.0,0
2,1,1,2700000.0,14,701.0,0
4,1,1,2800000.0,12,655.0,0
3,1,1,7300000.0,18,720.0,0
0,0,1,5900000.0,10,794.0,0
0,0,0,8100000.0,2,392.0,1
3,0,1,1900000.0,6,583.0,0
5,0,0,1800000.0,18,457.0,1
0,1,1,7600000.0,14,570.0,0
1,0,0,9100000.0,14,693.8549698432414,0
2,1,1,5300000.0,14,472.0,1
2,1,0,3700000.0,12,788.0,0
0,1,0,4979404.96498964,6,605.0,0
3,0,0,8300000.0,10,473.0,1
5,0,0,6400000.0,16,728.0,0
5,0,1,5300000.0,16,505.0,1
0,0,1,5600000.0,6,407.0,1
1,0,1,900000.0,18,464.0,1
0,0,1,2400000.0,20,514.0,1
1,0,0,5028817.852376697,10,627.0,0
2,1,1,7400000.0,20,627.0,0
4,1,1,1500000.0,10,858.0,0
3,0,1,8800000.0,8,607.0,0
5,1,1,4900000.0,4,663.0,0
1,1,1,8100000.0,6,522.0,1
2,1,1,2300000.0,20,610.0,0
5,1,1,3000000.0,16,462.0,1
2,1,1,3900000.0,8,591.0,0
4,0,1,1700000.0,20,636.0,0
0,1,1,2100000.0,10,359.0,1
4,0,1,5082183.870693303,4,542.0,1
5,1,1,3500000.0,4,642.0,0
5,1,1,1500000.0,4,414.0,0
3,1,1,8800000.0,20,865.0,0
3,0,0,900000.0,10,369.0,1
0,0,1,3500000.0,14,838.0,0
5,1,0,5500000.0,4,582.0,0
5,1,1,5046496.872451214,10,416.0,1
5,0,0,2100000.0,20,705.0,0
0,0,0,1800000.0,18,462.5256492171037,1
5,0,1,5800000.0,8,851.0,0
5,0,0,6700000.0,18,613.0,0
3,0,0,4300000.0,10,366.0,1
1,0,0,1200000.0,12,431.0,1
5,1,1,5007556.986489772,2,754.0,0
5,0,1,5400000.0,10,447.0,1
1,1,1,5300000.0,14,510.0,1
1,0,0,7300000.0,20,460.5001322295631,1
5,0,0,5102018.199749698,2,523.0,1
0,1,1,7200000.0,2,362.0,1
3,0,1,9000000.0,6,657.0,0
5,1,0,6500000.0,12,790.0,0
1,0,1,5056110.264461209,18,500.0,1
2,1,1,4983752.941298219,4,465.0,0
4,1,0,2900000.0,6,409.0,1
4,0,1,700000.0,20,626.0,0
5,1,0,4200000.0,16,545.0,1
3,1,0,4200000.0,10,654.0,0
0,1,0,7600000.0,6,515.0,1
2,0,1,7100000.0,12,838.0,0
1,1,1,4700000.0,14,406.0,1
0,0,1,5009361.783493724,10,573.0,0
0,0,1,5010874.8241874175,2,611.0,0
0,1,0,5100000.0,16,649.0,0
0,1,1,3300000.0,12,775.0,0
3,0,0,4500000.0,12,469.0,1
0,0,1,3900000.0,18,587.0,0
3,0,1,3200000.0,10,436.6412989531646,1
2,0,0,3200000.0,10,556.0,0
2,1,0,4993887.374481455,12,578.0,0
2,1,1,8700000.0,2,554.0,0
2,1,1,1900000.0,6,677.6533682837553,0
2,1,1,2900000.0,10,435.0916551246546,1
0,1,0,6200000.0,10,695.0,0
0,1,0,5900000.0,4,806.0,0
4,1,1,3200000.0,8,638.0,0
1,1,1,1300000.0,4,610.0,0
2,1,1,1300000.0,4,810.0,0
1,0,0,8700000.0,4,866.0,0
3,1,0,6300000.0,10,760.0,0
3,0,0,4300000.0,6,556.0,0
3,1,1,6400000.0,12,684.0,0
5,1,1,7700000.0,18,578.0,0
2,1,0,6900000.0,12,814.0,0
0,1,0,4200000.0,20,510.0,1
4,1,0,3900000.0,2,674.0,0
0,0,1,2000000.0,14,570.0,0
1,1,0,4987970.080342529,2,680.0,0
0,0,0,3500000.0,12,803.0,0
2,1,1,3100000.0,16,357.0,1
3,1,1,4900000.0,4,575.0,0
1,1,0,1000000.0,4,546.0,0
2,0,0,6700000.0,8,370.0,1
1,0,0,4100000.0,6,713.0,0
4,1,1,1600000.0,2,672.4783369950611,0
3,0,1,2400000.0,14,626.0,0
0,0,0,2200000.0,4,854.0,0
4,0,0,3200000.0,18,802.0,0
4,1,1,1600000.0,20,382.0,1
2,1,0,3900000.0,6,415.0,1
5,0,1,2000000.0,4,366.0,0
1,0,1,7600000.0,10,595.0,0
1,1,0,5028423.006997665,2,356.0,1
5,1,0,7900000.0,6,568.0,0
1,0,0,1600000.0,10,615.0,0
1,0,1,6400000.0,12,454.21054890355833,1
1,0,1,6400000.0,6,575.0,0
4,0,0,1600000.0,10,577.0,0
0,0,0,9200000.0,10,455.0,1
1,1,0,7800000.0,6,500.0,1
1,1,1,4000000.0,8,509.0,1
2,1,1,6100000.0,8,379.0,1
5,0,0,7100000.0,14,664.0,0
0,1,1,2500000.0,6,623.0,0
5,0,0,3200000.0,16,558.0,0
4,0,0,1700000.0,18,580.0,0
4,0,0,6300000.0,6,612.0,0
4,0,1,700000.0,14,705.0,0
4,0,1,1100000.0,18,462.3387553473238,1
1,1,1,8900000.0,16,711.0,0
3,0,0,5042543.741521665,20,735.0,0
1,1,0,2200000.0,14,682.0,0
3,1,0,3400000.0,10,348.0,1
0,0,1,7900000.0,20,750.0,0
3,1,1,5800000.0,16,835.0,0
0,0,1,9400000.0,6,389.0,1
2,0,0,4800000.0,4,866.0,0
3,1,0,7600000.0,4,689.0,0
0,1,0,5900000.0,16,645.0,0
1,0,1,4300000.0,2,797.0,0
5,0,0,6100000.0,6,849.0,0
5,0,0,5400000.0,20,423.0,1
1,1,1,5200000.0,2,370.0,1
5,1,0,8500000.0,12,378.0,1
4,1,0,900000.0,20,417.0,1
1,1,0,1400000.0,20,530.0,1
1,1,1,2400000.0,20,543.0,1
4,0,0,6300000.0,18,750.0,0
1,0,0,3100000.0,20,346.0,1
4,0,1,6900000.0,14,330.0,1
2,1,1,3000000.0,10,712.0,0
0,1,0,3100000.0,14,376.0,1
4,1,0,600000.0,14,338.0,1
4,1,1,4700000.0,14,600.0,0
1,0,0,2500000.0,20,495.0,1
0,0,0,5022144.037890924,4,636.4300199549031,0
4,1,1,7600000.0,18,691.0,0
1,0,0,8400000.0,8,519.0,1
3,0,1,3800000.0,20,540.0,1
3,1,1,3100000.0,16,562.0,0
2,1,0,5700000.0,10,430.616824957067,1
1,0,1,5500000.0,10,427.7254323990729,1
1,1,1,4976322.6064656,2,511.0,0
3,1,1,3700000.0,10,621.0,0
2,1,1,1600000.0,20,512.0,1
4,0,0,3900000.0,2,786.0,0
3,1,1,700000.0,18,460.8407065674646,1
3,0,1,5800000.0,18,633.0,0
4,0,1,3800000.0,6,711.0,0
2,0,0,6400000.0,16,472.0,1
1,0,1,5500000.0,4,350.0,1
1,1,1,6800000.0,10,705.6765226547014,0
4,1,0,6700000.0,10,436.0,1
1,0,1,5300000.0,14,848.0,0
2,0,0,6600000.0,16,555.0,0
2,0,0,6600000.0,20,735.8673006080444,0
0,1,0,7600000.0,6,674.7874139634669,0
4,1,1,2500000.0,20,478.0,1
4,1,0,1100000.0,4,603.0,0
1,1,0,2300000.0,8,784.0,0
1,0,1,3300000.0,4,682.0,0
4,0,1,2600000.0,6,471.0,1
4,1,1,9300000.0,20,808.0,0
4,1,0,5300000.0,8,470.0,1
2,1,0,5400000.0,20,574.0,0
4,1,1,3500000.0,8,429.715327610674,1
2,0,0,4200000.0,14,407.0,1
0,1,1,9200000.0,4,702.0,0
2,0,0,4300000.0,2,499.0,1
1,0,1,7500000.0,10,669.0,0
5,1,1,5400000.0,20,459.44566218006105,1
3,1,0,5500000.0,18,778.0,0
2,1,1,2100000.0,2,787.0,0
0,0,0,3700000.0,16,831.0,0
0,0,0,8800000.0,18,576.0,0
5,1,0,5800000.0,12,600.0,0
4,0,0,7900000.0,2,569.0,0
1,1,1,3100000.0,20,867.0,0
0,1,0,4100000.0,12,441.0,1
2,1,1,4984131.201471643,2,667.4400860159742,0
5,1,0,3300000.0,18,520.0,1
0,0,0,2000000.0,14,613.0,0
2,1,1,600000.0,8,684.3646866166918,0
4,1,1,3600000.0,2,841.0,0
2,1,0,7500000.0,20,815.0,0
5,0,1,5046891.717830245,18,822.0,0
4,1,0,5008369.783973271,18,772.0,0
5,0,1,6100000.0,6,776.0,0
4,1,1,3500000.0,10,337.0,1
0,1,1,7800000.0,12,333.0,1
3,1,1,8700000.0,4,663.6502878944345,0
2,0,1,5500000.0,14,842.0,0
3,0,1,1800000.0,8,790.0,0
2,0,0,8000000.0,16,806.0,0
5,1,1,7500000.0,8,445.5633288407502,1
5,0,1,3700000.0,12,605.0,0
2,0,1,1600000.0,12,582.0,0
5,0,0,1300000.0,6,607.0,0
5,0,1,2400000.0,10,709.0,0
4,0,1,4100000.0,14,854.0,0
2,1,1,7300000.0,20,776.0,0
1,0,1,8000000.0,12,649.0,0
3,1,0,7900000.0,4,394.0,0
4,1,0,7200000.0,16,371.0,1
3,1,0,6200000.0,14,707.0,0
2,1,1,5700000.0,20,491.0,1
0,0,1,5800000.0,16,570.0,0
1,1,0,900000.0,18,395.0,1
0,1,1,2200000.0,10,497.0,1
3,1,1,1800000.0,14,440.0,1
0,1,1,800000.0,16,825.0,0
2,0,1,7600000.0,14,457.8659437731077,1
2,0,1,4100000.0,4,846.0,0
3,0,1,4600000.0,12,856.0,0
3,0,0,2300000.0,10,418.0,1
0,1,1,8000000.0,6,432.0761677152096,1
2,1,1,3800000.0,16,567.0,0
2,1,1,5023827.607779932,6,493.0,1
2,0,0,9300000.0,2,509.0,1
4,0,0,4700000.0,4,364.0,0
5,1,0,6000000.0,20,639.0,0
2,0,1,5500000.0,2,652.9003239031294,0
0,1,1,4600000.0,6,433.0,1
5,1,0,5015800.118805891,20,580.0,0
1,0,1,6200000.0,4,676.989154667243,0
4,1,1,4998991.871136882,6,644.0,0
1,1,1,7800000.0,10,763.0,0
0,0,1,2900000.0,20,694.0,0
3,1,0,5002830.750007769,6,757.0,0
0,1,0,2500000.0,12,471.0,1
5,1,0,9000000.0,2,437.0,0
4,1,1,5200000.0,10,406.0,1
5,1,0,6000000.0,20,376.0,1
1,0,0,5100000.0,14,350.0,1
5,1,1,8000000.0,20,784.0,0
4,0,1,9200000.0,14,765.0,0
4,1,0,5008369.783973271,18,593.0,0
3,0,1,7600000.0,10,344.0,1
1,0,0,5100000.0,12,454.05754492079865,1
4,0,1,1500000.0,16,382.0,1
2,1,1,6200000.0,4,510.0,1
2,0,1,6300000.0,8,464.0,1
1,0,1,5500000.0,2,403.0,1
3,1,0,8100000.0,12,606.0,0
1,0,0,6300000.0,20,646.0,0
1,0,0,1100000.0,20,495.0,1
3,1,1,7200000.0,2,626.0,0
1,1,1,3000000.0,16,518.0,1
5,0,0,2700000.0,8,746.0,0
0,1,0,5000000.0,12,737.0,0
0,1,0,8400000.0,14,371.0,1
1,0,0,7700000.0,8,509.0,1
1,0,0,4700000.0,2,411.0,1
2,1,0,4300000.0,20,701.0,0
5,1,0,2500000.0,10,769.0,0
5,1,1,4400000.0,6,740.0,0
5,1,0,5700000.0,4,691.245927018879,0
2,1,0,5300000.0,14,417.0,1
5,0,0,4600000.0,6,785.0,0
3,1,0,5041392.375795788,16,504.0,1
0,1,0,2100000.0,14,402.0,1
2,0,1,1200000.0,16,540.0,1
2,0,1,8000000.0,10,607.0,0
1,0,1,5000000.0,10,410.0,1
0,1,0,8500000.0,12,624.0,0
4,0,0,4600000.0,16,805.0,0
2,0,0,4600000.0,18,709.0,0
2,1,1,8500000.0,14,511.0,1
1,0,1,7800000.0,18,766.0,0
3,1,1,1400000.0,16,451.0,1
1,1,1,3700000.0,4,447.0,1
3,1,1,1000000.0,18,763.0,0
5,1,0,900000.0,20,834.0,0
2,0,0,5600000.0,8,429.0,1
4,1,0,3200000.0,16,693.0,0
1,0,0,2900000.0,20,478.0,1
2,0,1,5024978.97350581,10,752.0,0
0,0,1,2400000.0,14,451.4522573771344,1
3,0,0,5000000.0,8,428.1380149391591,1
3,1,1,5000000.0,20,420.0,1
2,1,1,4982996.420951373,8,552.0,0
3,1,1,6000000.0,12,606.0,0
2,1,0,5600000.0,2,558.0,0
1,1,0,4500000.0,6,504.0,1
5,1,1,5046875.132624638,8,412.0,1
4,1,1,6200000.0,4,673.9462478680279,0
4,1,1,4998613.610963458,8,634.0,0
5,0,1,3900000.0,8,340.0,1
3,1,1,8300000.0,4,615.0,0
2,0,1,4900000.0,18,353.0,1
4,0,1,6900000.0,8,606.0,0
2,1,0,4500000.0,18,498.0,1
4,1,0,7500000.0,2,585.0,0
1,1,1,2300000.0,8,578.0,0
1,0,0,7400000.0,2,693.0,0
4,0,0,4800000.0,6,795.0,0
1,0,0,2600000.0,6,594.0,0
3,1,1,2700000.0,8,840.0,0
3,1,0,3700000.0,16,459.5387350308732,1
4,0,1,2600000.0,18,481.0,1
5,1,1,8800000.0,16,531.0,1
2,1,0,7500000.0,8,332.0,1
0,0,0,4700000.0,4,516.0,0
2,1,0,7100000.0,6,727.0,0
3,1,1,5500000.0,10,344.0,1
2,0,0,5036248.187209316,12,650.0,0
3,0,1,4200000.0,8,362.0,1
5,0,1,6900000.0,18,463.43739942045926,1
5,0,0,5102018.199749698,2,530.0,1
5,0,0,6700000.0,6,482.0,1
0,1,1,9300000.0,14,701.0,0
2,0,0,5600000.0,16,586.0,0
0,0,1,8100000.0,16,384.0,1
4,1,0,6000000.0,18,715.7766733281394,0
5,1,1,4200000.0,2,758.0,0
5,0,0,1600000.0,18,529.0,1
3,0,1,800000.0,2,589.0,0
1,0,0,5029574.372723543,6,670.0,0
5,1,1,4300000.0,12,532.0,1
0,1,0,4000000.0,18,868.0,0
2,1,0,2900000.0,2,776.0,0
5,0,1,2300000.0,16,644.0,0
0,0,1,1800000.0,12,658.0,0
1,0,1,8700000.0,10,766.0,0
3,1,0,7800000.0,12,717.0,0
2,0,0,3200000.0,10,339.0,1
0,1,0,1600000.0,18,463.0,1
4,1,0,2400000.0,4,540.0,0
1,0,0,1800000.0,16,804.0,0
1,0,0,7500000.0,10,541.0,1
4,1,1,6700000.0,10,371.0,1
5,0,0,5800000.0,6,369.0,1
0,1,0,4980161.485336486,2,651.0,0
0,0,1,9400000.0,10,477.0,1
4,1,0,1600000.0,18,554.0,0
0,0,1,9300000.0,14,362.0,1
5,0,0,3700000.0,2,469.0,0
3,1,0,900000.0,12,547.0,1
4,1,0,5010639.345013811,6,809.0,0
1,0,1,7800000.0,2,335.0,1
5,1,1,5300000.0,18,708.0,0
0,0,0,5019874.476850383,16,779.0,0
0,0,1,5000000.0,6,748.0,0
0,0,0,7900000.0,18,541.0,1
4,0,0,5300000.0,2,527.0,1
0,1,1,5500000.0,4,859.0,0
0,0,0,1500000.0,18,604.0,0
5,0,0,6600000.0,18,348.0,1
4,0,1,6200000.0,20,734.0,0
3,0,0,6300000.0,16,388.0,1
0,0,1,3800000.0,20,831.0,0
5,1,0,5058900.866674991,6,433.0,1
2,0,1,5000000.0,16,699.0,0
0,1,0,4500000.0,8,426.7306792240989,1
4,1,0,1000000.0,2,611.0,0
2,0,0,1700000.0,20,558.0,0
4,0,1,1200000.0,2,752.0,0
5,1,1,8500000.0,14,786.0,0
0,0,0,8600000.0,18,481.0,1
2,0,0,5075944.593517605,16,507.0,1
4,0,0,8700000.0,14,715.0,0
0,1,0,1800000.0,20,392.0,1
0,0,1,4700000.0,16,695.6267901100451,0
0,1,0,7300000.0,2,479.0,1
2,0,0,8400000.0,20,467.75882688340494,1
2,0,1,4800000.0,8,740.0,0
2,0,0,9200000.0,2,456.0,0
1,1,0,6200000.0,10,467.0,1
0,0,1,5049814.71014886,10,587.0,1
0,1,1,2500000.0,16,569.0,0
3,1,1,8000000.0,14,399.0,1
1,1,0,4600000.0,4,593.0,0
3,1,1,4900000.0,8,409.0,1
4,1,0,5048822.710628407,18,353.0,1
5,0,1,4500000.0,20,469.6743450106993,1
2,0,1,5900000.0,12,499.0,1
4,0,0,4200000.0,6,424.7435365585055,1
2,1,1,3300000.0,6,647.0,0
2,0,1,4900000.0,2,767.0,0
4,1,0,5300000.0,12,821.0,0
4,1,0,7200000.0,6,338.0,1
0,0,0,8400000.0,4,785.0,0
3,0,0,3800000.0,4,694.0,0
0,1,0,4976757.143775675,20,613.0,0
4,0,1,2900000.0,10,438.7847990196474,1
3,1,1,6000000.0,18,783.0,0
2,1,0,1700000.0,20,761.0,0
4,0,1,5300000.0,10,446.39283896503423,1
5,1,1,7500000.0,14,661.0,0
4,1,0,5048822.710628407,18,339.0,1
1,0,1,8300000.0,10,673.0,0
3,0,0,4500000.0,18,748.0,0
3,0,0,4600000.0,4,702.0,0
4,1,0,4700000.0,12,710.0,0
0,0,1,900000.0,6,331.0,1
1,1,0,2400000.0,12,372.0,1
0,1,1,3900000.0,10,783.0,0
0,0,0,8300000.0,18,558.0,0
4,0,1,4700000.0,6,552.0,0
4,1,0,3900000.0,20,544.0,1
2,1,0,5035475.081656862,6,425.0,1
2,1,1,1700000.0,18,461.6175955339752,1
2,0,1,6100000.0,8,758.0,0
5,0,1,7300000.0,10,373.0,1
3,1,1,4991183.276130839,6,678.695110312584,0
2,1,0,4300000.0,10,594.0,0
3,1,0,7000000.0,18,837.0,0
0,1,1,4900000.0,4,600.0,0
4,0,0,6200000.0,20,547.0,1
1,1,0,4100000.0,12,431.0,1
0,1,1,7300000.0,12,851.0,0
4,1,1,9200000.0,12,760.0,0
0,1,0,800000.0,2,716.0,0
4,1,0,2900000.0,10,744.0,0
3,1,0,8100000.0,4,740.0,0
0,0,0,9300000.0,14,759.0,0
4,0,1,9200000.0,14,517.0,1
3,1,1,3100000.0,18,720.8261747737683,0
3,1,1,7000000.0,20,478.82602557543066,1
4,1,0,3900000.0,14,527.0,1
3,0,0,5500000.0,14,853.0,0
0,0,0,6600000.0,20,747.0,0
2,1,0,4993130.854134608,16,709.5421487550234,0
4,0,1,6600000.0,8,856.0,0
3,0,0,8600000.0,4,427.3432583414665,1
5,0,0,7900000.0,12,812.0,0
5,0,1,6800000.0,2,804.0,0
4,0,0,700000.0,8,689.9531752089653,0
2,1,1,3800000.0,12,516.0,1
5,0,1,6900000.0,4,402.0,1
1,0,1,3700000.0,12,330.0,1
1,0,0,7900000.0,12,867.0,0
4,0,1,8800000.0,16,844.0,0
5,1,1,3300000.0,8,439.1096810767599,1
4,1,0,5800000.0,20,535.0,1
1,0,1,7400000.0,16,433.06140363357815,1
1,0,0,8200000.0,4,686.0,0
0,1,1,3300000.0,8,465.0,1
4,0,1,5300000.0,12,547.0,1
1,1,0,5700000.0,12,649.0,0
2,1,0,9000000.0,14,670.0,0
3,0,0,5900000.0,10,408.0,1
2,1,0,5400000.0,6,441.09284302366177,1
0,0,0,5060705.663678942,14,497.0,1
4,0,1,5039839.643171049,14,740.0,0
4,1,1,3800000.0,4,430.3236406153434,1
0,1,0,4977891.924295946,14,769.0,0
3,0,1,2500000.0,6,420.0,1
1,0,0,1900000.0,20,540.0,1
5,0,1,4400000.0,20,806.0,0
4,0,1,1400000.0,6,723.0,0
5,1,1,3200000.0,16,565.0,0
